,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1423,Mott Haven,40.80623874935177,-73.91609987487575,Rent-A-Center,40.814609999999995,-73.919826,Furniture / Home Store
1424,Mott Haven,40.80623874935177,-73.91609987487575,Bx32/21 Bus Stop,40.808705607928474,-73.92733379117152,Bus Station
1425,Port Morris,40.801663627756206,-73.91322139386135,The Bronx Brewery,40.80177432001329,-73.91029715538025,Brewery
1426,Port Morris,40.801663627756206,-73.91322139386135,Port Morris Distillery,40.800526,-73.913513,Distillery
1427,Port Morris,40.801663627756206,-73.91322139386135,Pio Pio,40.80604732187535,-73.91418540969559,Peruvian Restaurant
1428,Port Morris,40.801663627756206,-73.91322139386135,CrossFit SoBro (South Bronx),40.807106109371404,-73.91147735194403,Gym
1429,Port Morris,40.801663627756206,-73.91322139386135,Milk Burger,40.80355153583704,-73.91999199112358,Burger Joint
1430,Port Morris,40.801663627756206,-73.91322139386135,Golden Pizza,40.80759560775795,-73.91931837081113,Pizza Place
1431,Port Morris,40.801663627756206,-73.91322139386135,Randall's Island Softball Fields,40.79426966791968,-73.91710996627808,Baseball Field
1432,Port Morris,40.801663627756206,-73.91322139386135,U-Haul Moving & Storage of Port Morris,40.803854,-73.911245,Storage Facility
1433,Port Morris,40.801663627756206,-73.91322139386135,Dollar Tree,40.806340754717,-73.9163441509434,Discount Store
1434,Port Morris,40.801663627756206,-73.91322139386135,Dunkin',40.80567013234408,-73.91133806524977,Donut Shop
1435,Port Morris,40.801663627756206,-73.91322139386135,Dunkin',40.807650351306286,-73.91887973235742,Donut Shop
1436,Port Morris,40.801663627756206,-73.91322139386135,Rite Aid,40.807253,-73.91778,Pharmacy
1437,Port Morris,40.801663627756206,-73.91322139386135,Pioneer Supermarket,40.807118,-73.916884,Grocery Store
1438,Port Morris,40.801663627756206,-73.91322139386135,T-Mobile,40.80729361956614,-73.91919457981203,Mobile Phone Shop
1439,Port Morris,40.801663627756206,-73.91322139386135,Schnitzel And Things,40.801615747692935,-73.91104645777975,Food Truck
1440,Port Morris,40.801663627756206,-73.91322139386135,Walnut Bus Stop,40.800515999999995,-73.910598,Restaurant
1441,Port Morris,40.801663627756206,-73.91322139386135,MTA Bridges & Tunnels,40.798476020452036,-73.92207514675336,Tunnel
1442,Port Morris,40.801663627756206,-73.91322139386135,Miss Grimble,40.80056,-73.90928,Cupcake Shop
1443,Port Morris,40.801663627756206,-73.91322139386135,Dunkin',40.804371242577716,-73.92224845044632,Donut Shop
1444,Port Morris,40.801663627756206,-73.91322139386135,Jonathan Adler Warehouse Sale,40.802809532205615,-73.90796336529024,Furniture / Home Store
1445,Port Morris,40.801663627756206,-73.91322139386135,Shell,40.80466939,-73.92170466,Gas Station
1446,Port Morris,40.801663627756206,-73.91322139386135,Jalisco Tacos,40.806258,-73.91755,Taco Place
1447,Port Morris,40.801663627756206,-73.91322139386135,Castle Oil Corp,40.802956,-73.905728,Home Service
1448,Port Morris,40.801663627756206,-73.91322139386135,Rainbow Shops,40.80687593384028,-73.91702745034081,Women's Store
1449,Port Morris,40.801663627756206,-73.91322139386135,Kennedy Fried Chicken,40.806651,-73.917811,Restaurant
1450,Port Morris,40.801663627756206,-73.91322139386135,Zaros Bread Basket,40.803867,-73.920739,Bakery
1451,Port Morris,40.801663627756206,-73.91322139386135,Ray's Pizza Restaurant,40.80708,-73.91752,Pizza Place
1452,Port Morris,40.801663627756206,-73.91322139386135,Foo Hing Chinese Restaurant,40.807094,-73.918821,Chinese Restaurant
1453,Port Morris,40.801663627756206,-73.91322139386135,One Way Deli,40.80692749856807,-73.91970411751115,Deli / Bodega
1454,Port Morris,40.801663627756206,-73.91322139386135,Little Caesars Pizza,40.80768677796418,-73.91964096621585,Pizza Place
1455,Port Morris,40.801663627756206,-73.91322139386135,Fast Wok,40.807935142288024,-73.91899797004156,Chinese Restaurant
1456,Port Morris,40.801663627756206,-73.91322139386135,Sunken Meadow Fields,40.794504244468136,-73.9171436030961,Baseball Field
1457,Port Morris,40.801663627756206,-73.91322139386135,Brook Lunch,40.80791571858955,-73.9195376276884,Coffee Shop
1458,Port Morris,40.801663627756206,-73.91322139386135,Why Breeze? Productions LLC,40.80975723383699,-73.91531825065613,Recording Studio
1459,Port Morris,40.801663627756206,-73.91322139386135,Randalls Island Field 31,40.793437592354955,-73.91538681810381,Baseball Field
1460,Port Morris,40.801663627756206,-73.91322139386135,NYCTA / MaBSTOA Bus M35 / M60 / X80 / X81 on the Triborough (RFK) Bridge,40.7956532821079,-73.92200051431253,Bus Station
1461,Longwood,40.81509904545822,-73.8957882009446,Seis Vecinos Restaurant,40.81512465525791,-73.90344142913818,Latin American Restaurant
1462,Longwood,40.81509904545822,-73.8957882009446,Margherita Pizza & Mexican Cuisine,40.821000372481556,-73.89627705627265,Mexican Restaurant
1463,Longwood,40.81509904545822,-73.8957882009446,Pitusa Bakery,40.81257822026674,-73.90532194967346,Bakery
1464,Longwood,40.81509904545822,-73.8957882009446,Giovani's Big Pizza,40.81970573131934,-73.90166616609164,Pizza Place
1465,Longwood,40.81509904545822,-73.8957882009446,Longwood Fish Market,40.8193886675347,-73.90196112955415,Fish Market
1466,Longwood,40.81509904545822,-73.8957882009446,Hunts Point Juice Bar,40.812228000000005,-73.887617,Juice Bar
1467,Longwood,40.81509904545822,-73.8957882009446,Blink Fitness Hunts Point,40.820161116277944,-73.892044833124,Gym
1468,Longwood,40.81509904545822,-73.8957882009446,Boogie Down Grind,40.816431934200274,-73.88755202293396,Coffee Shop
1469,Longwood,40.81509904545822,-73.8957882009446,Big Pun Memorial Mural,40.82312926546562,-73.89243807691167,Public Art
1470,Longwood,40.81509904545822,-73.8957882009446,Jimbo's Hamburger Palace,40.820945418761966,-73.89196790886031,Fast Food Restaurant
1471,Longwood,40.81509904545822,-73.8957882009446,Real Supermarket,40.818931,-73.90236800000001,Grocery Store
1472,Longwood,40.81509904545822,-73.8957882009446,Rite Aid,40.81958634904598,-73.90115350484854,Pharmacy
1473,Longwood,40.81509904545822,-73.8957882009446,Dollar Tree,40.819809780909,-73.90057982078295,Discount Store
1474,Longwood,40.81509904545822,-73.8957882009446,Popeyes Louisiana Kitchen,40.812364199119244,-73.9044631928298,Fried Chicken Joint
1475,Longwood,40.81509904545822,-73.8957882009446,Dunkin',40.81999311010566,-73.901906513212,Donut Shop
1476,Longwood,40.81509904545822,-73.8957882009446,Dunkin',40.820512,-73.8915,Donut Shop
1477,Longwood,40.81509904545822,-73.8957882009446,T-Mobile,40.8220536,-73.8919058,Mobile Phone Shop
1478,Longwood,40.81509904545822,-73.8957882009446,SUBWAY,40.821228000000005,-73.891147,Sandwich Place
1479,Longwood,40.81509904545822,-73.8957882009446,Di-Elle's Restaurant,40.817116072359624,-73.89642925178612,Diner
1480,Longwood,40.81509904545822,-73.8957882009446,SUBWAY,40.81633,-73.896686,Sandwich Place
1481,Longwood,40.81509904545822,-73.8957882009446,El Valle Restaurant,40.81611317943814,-73.89630997108353,Latin American Restaurant
1482,Longwood,40.81509904545822,-73.8957882009446,Dollar Tree,40.821619,-73.891675,Discount Store
1483,Longwood,40.81509904545822,-73.8957882009446,GNC,40.8219631,-73.8913436,Supplement Shop
1484,Longwood,40.81509904545822,-73.8957882009446,Boston Market,40.820290692749396,-73.89127224683762,American Restaurant
1485,Longwood,40.81509904545822,-73.8957882009446,SUBWAY,40.82004529984566,-73.90167646132129,Sandwich Place
1486,Longwood,40.81509904545822,-73.8957882009446,Family Dollar,40.81933068554775,-73.89257013893463,Discount Store
1487,Longwood,40.81509904545822,-73.8957882009446,Intervale Avenue,40.82216329726711,-73.89665253396099,Bowling Alley
1488,Longwood,40.81509904545822,-73.8957882009446,The Point,40.81826292529186,-73.8905604898018,Theater
1489,Longwood,40.81509904545822,-73.8957882009446,Jetro/Restaurant Depot,40.807876227858564,-73.89832726732573,Kitchen Supply Store
1490,Longwood,40.81509904545822,-73.8957882009446,SUBWAY,40.81246659812624,-73.90441516495628,Sandwich Place
1491,Longwood,40.81509904545822,-73.8957882009446,Duane Reade,40.821214244485596,-73.89194011688232,Pharmacy
1492,Longwood,40.81509904545822,-73.8957882009446,Dunkin',40.81256540362838,-73.90474097344531,Donut Shop
1493,Longwood,40.81509904545822,-73.8957882009446,Little Caesars Pizza,40.812647999999996,-73.905048,Pizza Place
1494,Longwood,40.81509904545822,-73.8957882009446,Dunkin',40.81660291715015,-73.89218437361069,Donut Shop
1495,Longwood,40.81509904545822,-73.8957882009446,Rite Aid,40.8219551,-73.8915036,Pharmacy
1496,Longwood,40.81509904545822,-73.8957882009446,McDonald's,40.819665,-73.901987,Fast Food Restaurant
1497,Longwood,40.81509904545822,-73.8957882009446,White Castle,40.811698014222046,-73.90409842652738,Fast Food Restaurant
1498,Longwood,40.81509904545822,-73.8957882009446,Food Dynasty,40.818313,-73.88859599999999,Grocery Store
1499,Longwood,40.81509904545822,-73.8957882009446,McDonald's,40.820372,-73.891506,Fast Food Restaurant
1500,Longwood,40.81509904545822,-73.8957882009446,Hunts Point Ave,40.81757668807039,-73.88935691414027,Plaza
1501,Longwood,40.81509904545822,-73.8957882009446,McDonald's,40.81695971032464,-73.89253154397016,Fast Food Restaurant
1502,Longwood,40.81509904545822,-73.8957882009446,C-Town Supermarkets,40.817108000000005,-73.895883,Grocery Store
1503,Longwood,40.81509904545822,-73.8957882009446,White Castle,40.82196576899963,-73.89745368185665,Fast Food Restaurant
1504,Longwood,40.81509904545822,-73.8957882009446,CTown Supermarkets,40.812458894542296,-73.90292876921916,Supermarket
1505,Longwood,40.81509904545822,-73.8957882009446,CSX Oak Point Yard (The Bronx - Northeast Corridor),40.811194543563175,-73.8993752002716,Other Great Outdoors
1506,Longwood,40.81509904545822,-73.8957882009446,Club Eleven,40.810915,-73.892616,Nightclub
1507,Longwood,40.81509904545822,-73.8957882009446,Hunts Point Recreation Center,40.814959,-73.88924300000001,Gym / Fitness Center
1508,Longwood,40.81509904545822,-73.8957882009446,Margarita's Kitchen,40.817254263948485,-73.90238267159859,Latin American Restaurant
1509,Longwood,40.81509904545822,-73.8957882009446,Hero Factory,40.811816178940546,-73.90253195149246,Deli / Bodega
1510,Longwood,40.81509904545822,-73.8957882009446,mayrich construction corporation,40.809515000000005,-73.892616,Construction & Landscaping
1511,Longwood,40.81509904545822,-73.8957882009446,DR JAYS,40.82054847661564,-73.89196157455444,Department Store
1512,Longwood,40.81509904545822,-73.8957882009446,Burger King,40.82214184284561,-73.89206886291498,Fast Food Restaurant
1513,Longwood,40.81509904545822,-73.8957882009446,Prospect Avenue,40.819474759840105,-73.90183148330848,Road
1514,Longwood,40.81509904545822,-73.8957882009446,Taco Mx,40.81949831543481,-73.90197502207567,Mexican Restaurant
1515,Longwood,40.81509904545822,-73.8957882009446,Good Taste Chinese Food,40.811801,-73.90329200000001,Chinese Restaurant
1516,Longwood,40.81509904545822,-73.8957882009446,MTA Subway - E 149th St (6),40.812270180592805,-73.90399634088111,Metro Station
1517,Longwood,40.81509904545822,-73.8957882009446,Congress Pharmacy,40.812040476341714,-73.90395584625786,Pharmacy
1518,Longwood,40.81509904545822,-73.8957882009446,Chinese Fried Chicken,40.816606,-73.88676099999999,Chinese Restaurant
1519,Longwood,40.81509904545822,-73.8957882009446,Fine Fare,40.82100753577536,-73.89078661051315,Supermarket
1520,Longwood,40.81509904545822,-73.8957882009446,MTA Subway - Intervale Ave (2/5),40.82218025464429,-73.8967354576721,Metro Station
1521,Longwood,40.81509904545822,-73.8957882009446,San Marcos,40.822229,-73.897143,Latin American Restaurant
1522,Longwood,40.81509904545822,-73.8957882009446,El Atoradera,40.812540000000006,-73.90665200000001,Mexican Restaurant
1523,Longwood,40.81509904545822,-73.8957882009446,Children's Place,40.821841,-73.89172,Kids Store
1524,Longwood,40.81509904545822,-73.8957882009446,Chinese Restaurant,40.822528999999996,-73.89658399999999,Chinese Restaurant
1525,Longwood,40.81509904545822,-73.8957882009446,El Valle,40.823816367116635,-73.89342980842233,Spanish Restaurant
1526,Longwood,40.81509904545822,-73.8957882009446,My Juice Bar and Deli,40.812754,-73.906626,Juice Bar
1527,Longwood,40.81509904545822,-73.8957882009446,Disco 1,40.82314074039459,-73.89196157455444,Clothing Store
1528,Longwood,40.81509904545822,-73.8957882009446,MD Piping & Heating,40.820589,-73.88680200000002,Construction & Landscaping
1529,Longwood,40.81509904545822,-73.8957882009446,Great Wall Chinese Food,40.823273182797735,-73.90004240721701,Chinese Restaurant
1530,Longwood,40.81509904545822,-73.8957882009446,MTA MaBSTOA Bus - Bx17 / Bx19 Wales Avenue / 149th Street,40.81285106530496,-73.90716433525085,Bus Station
1531,Longwood,40.81509904545822,-73.8957882009446,Four Aces Liquors Inc,40.823342,-73.900398,Liquor Store
1532,Hunts Point,40.80972987938709,-73.88331505955291,Hunts Point Juice Bar,40.812228000000005,-73.887617,Juice Bar
1533,Hunts Point,40.80972987938709,-73.88331505955291,Barretto Point Park,40.80581484210009,-73.88857378778161,Park
1534,Hunts Point,40.80972987938709,-73.88331505955291,Valencia Bakery,40.817574,-73.88375400000001,Bakery
1535,Hunts Point,40.80972987938709,-73.88331505955291,Hunts Point Riverside Park,40.81776354589243,-73.88157606124878,Park
1536,Hunts Point,40.80972987938709,-73.88331505955291,Boogie Down Grind,40.816431934200274,-73.88755202293396,Coffee Shop
1537,Hunts Point,40.80972987938709,-73.88331505955291,Fratellis Pizza Cafe,40.809804094265985,-73.88076041395101,Pizza Place
1538,Hunts Point,40.80972987938709,-73.88331505955291,New Fulton Fish Market,40.803579546612134,-73.87594110657014,Seafood Restaurant
1539,Hunts Point,40.80972987938709,-73.88331505955291,Chase Bank,40.81088048854521,-73.88324408465576,Bank
1540,Hunts Point,40.80972987938709,-73.88331505955291,Randall Restaurant,40.812151,-73.884431,Spanish Restaurant
1541,Hunts Point,40.80972987938709,-73.88331505955291,Food Bank for New York City,40.81057645080196,-73.8770608544041,Food Truck
1542,Hunts Point,40.80972987938709,-73.88331505955291,Hunts Point Terminal Market,40.812624369344505,-73.88093908080793,Farmers Market
1543,Hunts Point,40.80972987938709,-73.88331505955291,Mogridder's BBQ,40.81237409029732,-73.88382514368304,BBQ Joint
1544,Hunts Point,40.80972987938709,-73.88331505955291,Sanitation Salvage Corp.,40.80888,-73.88706,Waste Facility
1545,Hunts Point,40.80972987938709,-73.88331505955291,Il Forno Bakery,40.81043529060977,-73.8871818780899,Bakery
1546,Hunts Point,40.80972987938709,-73.88331505955291,"Dairyland, The Chefs' Warehouse",40.806282,-73.883848,Gourmet Shop
1547,Hunts Point,40.80972987938709,-73.88331505955291,Hunts Point Co-op Market,40.807278123263906,-73.8750051073192,Market
1548,Hunts Point,40.80972987938709,-73.88331505955291,Happy Garden,40.813765000000004,-73.889528,Chinese Restaurant
1549,Hunts Point,40.80972987938709,-73.88331505955291,Associated Supermarket,40.815511,-73.886404,Supermarket
1550,Hunts Point,40.80972987938709,-73.88331505955291,Baldor Specialty Foods,40.809937063387046,-73.87475962209976,Grocery Store
1551,Hunts Point,40.80972987938709,-73.88331505955291,mayrich construction corporation,40.809515000000005,-73.892616,Construction & Landscaping
1552,Hunts Point,40.80972987938709,-73.88331505955291,Club Eleven,40.810915,-73.892616,Nightclub
1553,Hunts Point,40.80972987938709,-73.88331505955291,Meat Market - Hunts Point,40.80602262506644,-73.8737762426231,Travel & Transport
1554,Hunts Point,40.80972987938709,-73.88331505955291,Bjorkland,40.810047,-73.872556,Food
1555,Hunts Point,40.80972987938709,-73.88331505955291,Ik,40.80826,-73.871885,Food
1556,Hunts Point,40.80972987938709,-73.88331505955291,Lobster Place,40.81167078595023,-73.871921446281,Seafood Restaurant
1557,Morrisania,40.82359198585534,-73.90150648943059,Giovani's Big Pizza,40.81970573131934,-73.90166616609164,Pizza Place
1558,Morrisania,40.82359198585534,-73.90150648943059,Longwood Fish Market,40.8193886675347,-73.90196112955415,Fish Market
1559,Morrisania,40.82359198585534,-73.90150648943059,Margherita Pizza & Mexican Cuisine,40.821000372481556,-73.89627705627265,Mexican Restaurant
1560,Morrisania,40.82359198585534,-73.90150648943059,Blink Fitness,40.81954303461479,-73.91055416353106,Gym / Fitness Center
1561,Morrisania,40.82359198585534,-73.90150648943059,Big Pun Memorial Mural,40.82312926546562,-73.89243807691167,Public Art
1562,Morrisania,40.82359198585534,-73.90150648943059,Seis Vecinos Restaurant,40.81512465525791,-73.90344142913818,Latin American Restaurant
1563,Morrisania,40.82359198585534,-73.90150648943059,Porto Salvo,40.823887357573966,-73.91291020190582,Italian Restaurant
1564,Morrisania,40.82359198585534,-73.90150648943059,Blink Fitness Hunts Point,40.820161116277944,-73.892044833124,Gym
1565,Morrisania,40.82359198585534,-73.90150648943059,Rite Aid,40.81958634904598,-73.90115350484854,Pharmacy
1566,Morrisania,40.82359198585534,-73.90150648943059,Dunkin',40.81999311010566,-73.901906513212,Donut Shop
1567,Morrisania,40.82359198585534,-73.90150648943059,Baskin-Robbins,40.825033006951685,-73.90023994508715,Ice Cream Shop
1568,Morrisania,40.82359198585534,-73.90150648943059,Real Supermarket,40.818931,-73.90236800000001,Grocery Store
1569,Morrisania,40.82359198585534,-73.90150648943059,Dollar Tree,40.819809780909,-73.90057982078295,Discount Store
1570,Morrisania,40.82359198585534,-73.90150648943059,Blink Fitness St Ann's,40.81947,-73.910522,Gym
1571,Morrisania,40.82359198585534,-73.90150648943059,Western Beef,40.8249042352387,-73.89995318435037,Grocery Store
1572,Morrisania,40.82359198585534,-73.90150648943059,Perry Coffee Shop.,40.823181,-73.910928,Diner
1573,Morrisania,40.82359198585534,-73.90150648943059,SUBWAY,40.82004529984566,-73.90167646132129,Sandwich Place
1574,Morrisania,40.82359198585534,-73.90150648943059,Jimbo's Hamburger Palace,40.820945418761966,-73.89196790886031,Fast Food Restaurant
1575,Morrisania,40.82359198585534,-73.90150648943059,Intervale Avenue,40.82216329726711,-73.89665253396099,Bowling Alley
1576,Morrisania,40.82359198585534,-73.90150648943059,Cinco de Mayo,40.82267438620963,-73.9115917352008,Mexican Restaurant
1577,Morrisania,40.82359198585534,-73.90150648943059,T-Mobile,40.8220536,-73.8919058,Mobile Phone Shop
1578,Morrisania,40.82359198585534,-73.90150648943059,20/20 deli,40.82690970145058,-73.89187374435046,Deli / Bodega
1579,Morrisania,40.82359198585534,-73.90150648943059,Old Bronx Courthouse,40.82289406790778,-73.90956520155662,Art Gallery
1580,Morrisania,40.82359198585534,-73.90150648943059,Retro Fitness,40.831254,-73.905382,Gym
1581,Morrisania,40.82359198585534,-73.90150648943059,Walgreens,40.824384,-73.8928263,Pharmacy
1582,Morrisania,40.82359198585534,-73.90150648943059,Popeyes Louisiana Kitchen,40.82460468835,-73.90981866396577,Fried Chicken Joint
1583,Morrisania,40.82359198585534,-73.90150648943059,SUBWAY,40.821228000000005,-73.891147,Sandwich Place
1584,Morrisania,40.82359198585534,-73.90150648943059,Dunkin',40.820512,-73.8915,Donut Shop
1585,Morrisania,40.82359198585534,-73.90150648943059,T-Mobile,40.82360931241571,-73.8915544159135,Mobile Phone Shop
1586,Morrisania,40.82359198585534,-73.90150648943059,GNC,40.8219631,-73.8913436,Supplement Shop
1587,Morrisania,40.82359198585534,-73.90150648943059,Dollar Tree,40.821619,-73.891675,Discount Store
1588,Morrisania,40.82359198585534,-73.90150648943059,Dunkin',40.82508,-73.900406,Donut Shop
1589,Morrisania,40.82359198585534,-73.90150648943059,Subway,40.823119,-73.910767,Sandwich Place
1590,Morrisania,40.82359198585534,-73.90150648943059,Key Food,40.8248600405997,-73.89131353644511,Supermarket
1591,Morrisania,40.82359198585534,-73.90150648943059,AT&T,40.82352270821476,-73.89156162512501,Mobile Phone Shop
1592,Morrisania,40.82359198585534,-73.90150648943059,Dunkin',40.82445328821955,-73.90919681992318,Donut Shop
1593,Morrisania,40.82359198585534,-73.90150648943059,CTown Supermarkets,40.823355,-73.90875,Supermarket
1594,Morrisania,40.82359198585534,-73.90150648943059,McDonald's,40.819665,-73.901987,Fast Food Restaurant
1595,Morrisania,40.82359198585534,-73.90150648943059,Boston Market,40.820290692749396,-73.89127224683762,American Restaurant
1596,Morrisania,40.82359198585534,-73.90150648943059,Golden Krust Caribbean Restaurant,40.831559000000006,-73.900226,Caribbean Restaurant
1597,Morrisania,40.82359198585534,-73.90150648943059,McDonald's,40.825183291450266,-73.90862501692823,Fast Food Restaurant
1598,Morrisania,40.82359198585534,-73.90150648943059,Duane Reade,40.821214244485596,-73.89194011688232,Pharmacy
1599,Morrisania,40.82359198585534,-73.90150648943059,White Castle,40.82196576899963,-73.89745368185665,Fast Food Restaurant
1600,Morrisania,40.82359198585534,-73.90150648943059,Family Dollar,40.831825,-73.899736,Discount Store
1601,Morrisania,40.82359198585534,-73.90150648943059,Duane Reade,40.82388130851618,-73.90920281410223,Pharmacy
1602,Morrisania,40.82359198585534,-73.90150648943059,Family Dollar,40.81933068554775,-73.89257013893463,Discount Store
1603,Morrisania,40.82359198585534,-73.90150648943059,Di-Elle's Restaurant,40.817116072359624,-73.89642925178612,Diner
1604,Morrisania,40.82359198585534,-73.90150648943059,Rite Aid,40.8219551,-73.8915036,Pharmacy
1605,Morrisania,40.82359198585534,-73.90150648943059,SUBWAY,40.81633,-73.896686,Sandwich Place
1606,Morrisania,40.82359198585534,-73.90150648943059,GameStop,40.82426827409438,-73.89254694861849,Video Game Store
1607,Morrisania,40.82359198585534,-73.90150648943059,El Valle Restaurant,40.81611317943814,-73.89630997108353,Latin American Restaurant
1608,Morrisania,40.82359198585534,-73.90150648943059,CTown Supermarkets,40.830985999999996,-73.901078,Supermarket
1609,Morrisania,40.82359198585534,-73.90150648943059,Little Caesars Pizza,40.824502,-73.891527,Pizza Place
1610,Morrisania,40.82359198585534,-73.90150648943059,Chase Bank,40.82471550515498,-73.89223515987396,Bank
1611,Morrisania,40.82359198585534,-73.90150648943059,McDonald's,40.820372,-73.891506,Fast Food Restaurant
1612,Morrisania,40.82359198585534,-73.90150648943059,Checkers,40.82455016238219,-73.89161478092319,Fast Food Restaurant
1613,Morrisania,40.82359198585534,-73.90150648943059,Taco Mx,40.81949831543481,-73.90197502207567,Mexican Restaurant
1614,Morrisania,40.82359198585534,-73.90150648943059,Prospect Avenue,40.819474759840105,-73.90183148330848,Road
1615,Morrisania,40.82359198585534,-73.90150648943059,Days Inn Bronx-Yankee Stadium,40.82709185657714,-73.91200683739633,Hotel
1616,Morrisania,40.82359198585534,-73.90150648943059,El Valle,40.823816367116635,-73.89342980842233,Spanish Restaurant
1617,Morrisania,40.82359198585534,-73.90150648943059,Burger King,40.82214184284561,-73.89206886291498,Fast Food Restaurant
1618,Morrisania,40.82359198585534,-73.90150648943059,Margarita's Kitchen,40.817254263948485,-73.90238267159859,Latin American Restaurant
1619,Morrisania,40.82359198585534,-73.90150648943059,C-Town Supermarkets,40.817108000000005,-73.895883,Grocery Store
1620,Morrisania,40.82359198585534,-73.90150648943059,DreamYard Art Center,40.828179999999996,-73.909091,School
1621,Morrisania,40.82359198585534,-73.90150648943059,DR JAYS,40.82054847661564,-73.89196157455444,Department Store
1622,Soundview,40.821012197914015,-73.86574609554924,Jimbo's,40.82336160292545,-73.86814504394364,Breakfast Spot
1623,Soundview,40.821012197914015,-73.86574609554924,White Castle,40.82505041848416,-73.87101066684222,Fast Food Restaurant
1624,Soundview,40.821012197914015,-73.86574609554924,Western beef,40.82699670783756,-73.86280984309514,Grocery Store
1625,Soundview,40.821012197914015,-73.86574609554924,ShopRite of Bruckner Blvd,40.82401558354429,-73.85639587419752,Supermarket
1626,Soundview,40.821012197914015,-73.86574609554924,Soundview Park,40.82047445506024,-73.87542701060937,Park
1627,Soundview,40.821012197914015,-73.86574609554924,GameStop,40.824953764514376,-73.85922739288027,Video Game Store
1628,Soundview,40.821012197914015,-73.86574609554924,IHOP (International House of Pancakes),40.826636,-73.860271,Breakfast Spot
1629,Soundview,40.821012197914015,-73.86574609554924,Ce lo's,40.82512581200367,-73.87011247962981,Southern / Soul Food Restaurant
1630,Soundview,40.821012197914015,-73.86574609554924,Carter's,40.823029,-73.858997,Kids Store
1631,Soundview,40.821012197914015,-73.86574609554924,Rite Aid,40.8230921,-73.8687359,Pharmacy
1632,Soundview,40.821012197914015,-73.86574609554924,Food Bazaar,40.82266527086588,-73.87382958043644,Supermarket
1633,Soundview,40.821012197914015,-73.86574609554924,Associated Supermarket,40.816423289843314,-73.86452505620412,Supermarket
1634,Soundview,40.821012197914015,-73.86574609554924,T-Mobile,40.8239141326883,-73.85835758599114,Mobile Phone Shop
1635,Soundview,40.821012197914015,-73.86574609554924,AT&T,40.823380148518886,-73.85730331779098,Mobile Phone Shop
1636,Soundview,40.821012197914015,-73.86574609554924,Baskin-Robbins,40.82331963809976,-73.87394277146755,Ice Cream Shop
1637,Soundview,40.821012197914015,-73.86574609554924,Dunkin',40.8233122774657,-73.87352195325838,Donut Shop
1638,Soundview,40.821012197914015,-73.86574609554924,Old Navy,40.823365358929955,-73.85873113215234,Clothing Store
1639,Soundview,40.821012197914015,-73.86574609554924,Family Dollar,40.813877000000005,-73.858857,Discount Store
1640,Soundview,40.821012197914015,-73.86574609554924,The Children's Place,40.823392,-73.857132,Kids Store
1641,Soundview,40.821012197914015,-73.86574609554924,Boston Market,40.8239847,-73.8583953,American Restaurant
1642,Soundview,40.821012197914015,-73.86574609554924,Popeyes Louisiana Kitchen,40.822993,-73.874352,Fried Chicken Joint
1643,Soundview,40.821012197914015,-73.86574609554924,Marshalls,40.82307310712988,-73.85902913112778,Department Store
1644,Soundview,40.821012197914015,-73.86574609554924,IHOP,40.8264670282124,-73.86016944428312,Breakfast Spot
1645,Soundview,40.821012197914015,-73.86574609554924,World Famous New Orleans Chicken,40.82309623405406,-73.86746800399284,Fried Chicken Joint
1646,Soundview,40.821012197914015,-73.86574609554924,Dunkin',40.826729,-73.858292,Donut Shop
1647,Soundview,40.821012197914015,-73.86574609554924,Mattress Firm,40.826622,-73.859476,Mattress Store
1648,Soundview,40.821012197914015,-73.86574609554924,Burlington,40.823649,-73.856275,Business Center
1649,Soundview,40.821012197914015,-73.86574609554924,Popeyes Louisiana Kitchen,40.82419509322677,-73.85926909657124,Fried Chicken Joint
1650,Soundview,40.821012197914015,-73.86574609554924,Gap Outlet,40.82354810867412,-73.85873298392609,Clothing Store
1651,Soundview,40.821012197914015,-73.86574609554924,Golden City Chinese Restaurant,40.82143531101194,-73.86637130850734,Chinese Restaurant
1652,Soundview,40.821012197914015,-73.86574609554924,McDonald's,40.82638488176025,-73.86164188385004,Fast Food Restaurant
1653,Soundview,40.821012197914015,-73.86574609554924,Diaz Grocery,40.82834329683904,-73.86095601146073,Food & Drink Shop
1654,Soundview,40.821012197914015,-73.86574609554924,KFC,40.82678858365196,-73.85770927116391,Fried Chicken Joint
1655,Soundview,40.821012197914015,-73.86574609554924,Shell,40.82671673826304,-73.85836395646974,Gas Station
1656,Soundview,40.821012197914015,-73.86574609554924,King Dragon Restaurant,40.81689,-73.86547,Chinese Restaurant
1657,Soundview,40.821012197914015,-73.86574609554924,Mama FiFi Grocery,40.816311055476575,-73.86439325539507,Deli / Bodega
1658,Soundview,40.821012197914015,-73.86574609554924,Yummy Yummy Chinese Kitchen,40.816304369158004,-73.86440633316299,Chinese Restaurant
1659,Soundview,40.821012197914015,-73.86574609554924,J&J Minimart,40.81628878266344,-73.86433048169289,Deli / Bodega
1660,Soundview,40.821012197914015,-73.86574609554924,John's Pizza #2,40.81625619534885,-73.86433227400998,Pizza Place
1661,Soundview,40.821012197914015,-73.86574609554924,SUBWAY,40.823194543452395,-73.87368160820587,Sandwich Place
